,st,st binned,gender,education,income,policy type,vehicle class,customer lifetime value,monthly premium auto,number of open complaints,total claim amount
1467,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1468,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1469,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1470,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1471,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1472,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1473,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1474,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1475,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1476,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1477,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1478,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1479,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1480,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1481,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1482,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1483,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1484,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1485,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1486,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1487,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1488,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1489,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1490,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1491,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1492,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1493,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1494,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1495,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1496,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1497,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1498,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1499,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1500,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1501,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1502,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1503,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1504,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1505,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1506,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1507,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1508,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1509,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1510,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1511,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1512,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1513,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1514,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1515,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1516,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1517,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1518,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1519,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1520,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1521,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1522,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1523,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1524,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1525,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1526,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1527,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1528,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1529,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1530,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1531,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1532,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1533,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1534,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1535,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1536,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1537,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1538,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1539,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1540,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1541,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1542,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1543,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1544,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1545,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1546,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1547,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1548,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1549,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1550,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1551,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1552,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1553,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1554,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1555,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1556,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1557,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1558,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1559,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1560,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1561,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1562,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1563,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1564,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1565,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1566,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1567,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1568,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1569,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1570,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1571,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1572,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1573,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1574,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1575,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1576,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1577,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1578,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1579,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1580,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1581,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1582,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1583,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1584,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1585,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1586,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1587,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1588,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1589,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1590,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1591,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1592,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1593,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1594,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1595,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1596,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1597,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1598,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1599,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1600,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1601,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1602,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1603,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1604,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1605,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1606,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1607,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1608,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1609,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1610,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1611,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1612,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1613,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1614,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1615,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1616,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1617,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1618,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1619,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1620,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1621,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1622,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1623,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1624,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1625,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1626,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1627,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1628,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1629,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1630,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1631,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1632,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1633,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1634,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1635,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1636,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1637,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1638,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1639,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1640,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1641,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1642,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1643,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1644,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1645,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1646,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1647,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1648,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1649,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1650,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1651,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1652,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1653,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1654,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1655,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1656,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1657,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1658,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1659,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1660,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1661,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1662,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1663,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1664,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1665,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1666,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1667,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
1668,,,,,37828.820291124,,,8028.803803165787,110.3912662799606,0.384,110.3912662799606
